ID;TABELA;OPIS_TABELE;POLJE_PK;IME;VREDNOST_N;VREDNOST_C;OPIS
2005;MODELI;Sifrant modelov;;POZIDANA ZEM.;;PSZ;Pozidana zemljišča
2006;MODELI;Sifrant modelov;;KMETIJSKA ZEM.;;KME;Kmetijska zemljišča
2007;MODELI;Sifrant modelov;;GOZDNA ZEM.;;GOZ;Gozdna zemljišča
2008;MODELI;Sifrant modelov;;DRUGA ZEM.;;ZDR;Druga zemljišča
2009;MODELI;Sifrant modelov;;ELEKTRARNE;;PNE;Nepremičnine za proizvodnjo električne energije
2010;MODELI;Sifrant modelov;;RUDNIKI;;PNM;Nepremičnine za izkoriščanje mineralnih surovin
2011;MODELI;Sifrant modelov;;PRISTANIŠČA;;PNP;Pristanišča
2012;MODELI;Sifrant modelov;;ČRPALKE;;PNB;Bencinski servisi
2013;MODELI;Sifrant modelov;;POSEBNE;;PPN;Podskupine posebnih nepremičnin
4001;DEJANSKA_RABA;Dejanska raba stavbe;DEJANSKA_RABA;stanovanjska raba;11;;11 - stanovanjska raba
4002;DEJANSKA_RABA;Dejanska raba stavbe;DEJANSKA_RABA;nestanovanjska raba;12;;12 - nestanovanjska raba
5000;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Stanovanje v enostanovanjski stavbi;1;;1 Stanovanje v enostanovanjski stavbi
5001;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Stanovanje;2;;2 Stanovanje
5002;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Oskrbovano stanovanje;3;;3 Oskrbovano stanovanje
5003;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Bivalna enota;4;;4 Bivalna enota
5004;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Koča, dom;5;;5 Koča, dom
5005;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Nastanitveni gostinski obrat;6;;6 Nastanitveni gostinski obrat
5006;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Prehrambni gostinski obrat;7;;7 Prehrambni gostinski obrat
5007;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Poslovni prostor javne uprave;8;;8 Poslovni prostor javne uprave
5008;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Poslovni del stavbe;9;;9 Poslovni del stavbe
5009;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Trgovski del stavbe;10;;10 Trgovski del stavbe
5010;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Bencinski servis;11;;11 Bencinski servis
5011;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za opravljanje storitev;12;;12 Del stavbe za opravljanje storitev
5012;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za izvajanje komunikacij;13;;13 Del stavbe za izvajanje komunikacij
5013;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za potniški promet;14;;14 Del stavbe za potniški promet
5014;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Garaža;15;;15 Garaža
5015;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Garažno parkirno mesto;16;;16 Garažno parkirno mesto
5016;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za industrijsko rabo;17;;17 Del stavbe za industrijsko rabo
5017;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za težko industrijo;18;;18 Del stavbe za težko industrijo
5018;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Elektrarna;19;;19 Elektrarna
5019;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe z rezervoarjem, silos;20;;20 Del stavbe z rezervoarjem, silos
5020;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Skladišče;21;;21 Skladišče
5021;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za kulturo in razvedrilo;22;;22 Del stavbe za kulturo in razvedrilo
5022;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Muzej in knjižnica;23;;23 Muzej in knjižnica
5023;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za izobraževanje in znanstveno raziskovalno delo;24;;24 Del stavbe za izobraževanje in znanstveno raziskovalno delo
5024;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za zdravstveno oskrbo;25;;25 Del stavbe za zdravstveno oskrbo
5025;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Športna dvorana;26;;26 Športna dvorana
5026;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Hlev;27;;27 Hlev
5027;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Pomožni kmetijski del stavbe;28;;28 Pomožni kmetijski del stavbe
5028;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za spravilo pridelka;29;;29 Del stavbe za spravilo pridelka
5029;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za opravljanje verskih obredov;30;;30 Del stavbe za opravljanje verskih obredov
5030;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za pokopališko dejavnost;31;;31 Del stavbe za pokopališko dejavnost
5031;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za zaščito, reševanje in zaklonišče;32;;32 Del stavbe za zaščito, reševanje in zaklonišče
5032;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Klet;33;;33 Klet
5033;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Shramba, sušilnica, pralnica;34;;34 Shramba, sušilnica, pralnica
5034;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Terasa, balkon, loža;35;;35 Terasa, balkon, loža
5035;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Tehnični prostor;36;;36 Tehnični prostor
5036;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Skupni komunikacijski prostor;37;;37 Skupni komunikacijski prostor
5037;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Skupne sanitarije;38;;38 Skupne sanitarije
5038;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Ruševina;39;;39 Ruševina
5039;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Nestavba;40;;40 Nestavba
5040;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za posebne namene;41;;41 Del stavbe za posebne namene
5041;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Sejemska dvorana, razstavišče;42;;42 Sejemska dvorana, razstavišče
5042;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Šola, vrtec;43;;43 Šola, vrtec
5043;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Bolnica, zdravstveni dom;44;;44 Bolnica, zdravstveni dom
5044;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Rastlinjak;45;;45 Rastlinjak
5045;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za pastoralno dejavnost;46;;46 Del stavbe za pastoralno dejavnost
5046;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Stanovanje v dvostanovanjski stavbi;47;;47 Stanovanje v dvostanovanjski stavbi
5047;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Zdravilišče;48;;48 Zdravilišče
5048;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Banka, pošta, zavarovalnica;49;;49 Banka, pošta, zavarovalnica
5049;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Konferenčna ali kongresna dvorana;50;;50 Konferenčna ali kongresna dvorana
5050;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Arhiv;51;;51 Arhiv
5051;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Trgovski del stavbe na bencinskih servisih;52;;52 Trgovski del stavbe na bencinskih servisih
5052;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Igralnica, cirkus, plesna dvorana, diskoteka;53;;53 Igralnica, cirkus, plesna dvorana, diskoteka
5053;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Hangar, remiza, tovorni terminal;54;;54 Hangar, remiza, tovorni terminal
5054;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Zavetišče in hotel za živali;55;;55 Zavetišče in hotel za živali
5055;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Del stavbe za živali ali rastline v živalskem ali botaničnem vrtu;56;;56 Del stavbe za živali ali rastline v živalskem ali botaničnem vrtu
5056;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Drvarnica;57;;57 Drvarnica
5057;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Čebelnjak;58;;58 Čebelnjak
5058;CC_SI_NOVE;Nove dejanske rabe;DEJANSKA_RABA;Kolesarnica, čolnarna;59;;59 Kolesarnica, čolnarna
4010;VPLIVI_OBMOCJA;Šifrant vplivov območja;VPLIV;1 - Bližina avtoceste ali hitre ceste do 100m?;100;;1 - Bližina avtoceste ali hitre ceste do 100m?
4011;VPLIVI_OBMOCJA;Šifrant vplivov območja;VPLIV;2 - Bližina ceste 1. ali 2. reda do 50m?;50;;2 - Bližina ceste 1. ali 2. reda do 50m?
4012;VPLIVI_OBMOCJA;Šifrant vplivov območja;VPLIV;3 - Bližina železnice do 75m?;75;;3 - Bližina železnice do 75m?
4013;VPLIVI_OBMOCJA;Šifrant vplivov območja;VPLIV;4 - Bližina daljnovoda 110kV do 15m?;15;;4 - Bližina daljnovoda 110kV do 15m?
4014;VPLIVI_OBMOCJA;Šifrant vplivov območja;VPLIV;5 - Bližina daljnovoda nad 110kV do 40m?;40;;5 - Bližina daljnovoda nad 110kV do 40m?
